line	kind	requirement	status	valid	issue	evidence
141	requirement	Small-dataset held-out debug evaluation	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/small_dataset_heldout_eval/level_c_small_dataset_heldout_eval.json` trains a non-memorizing ridge baseline on the motion-level train split and reports validation/test metrics without token identity basis; validation loss falls from `0.06930764133540507` to `0.03443011209674649`, test loss from `0.0682719253409472` to `0.0379766888712374`. This is not a trained diffusion Transformer or paper evaluation.
142	requirement	Small-dataset held-out multi-seed statistics	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/small_dataset_heldout_multiseed_audit/level_c_small_dataset_heldout_multiseed_audit.json` repeats the non-memorizing held-out debug baseline over 3 seeds with no token identity basis; validation loss-reduction ratio mean/std is `0.5027735618904363/0.007619892358679882`, and test loss-reduction ratio mean/std is `0.4483171668248292/0.024525236825074737`. This is smoke-level statistics, not paper multi-seed diffusion training or evaluation.
143	requirement	Conditional VAE architecture/loss contract audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/vae_contract_audit/level_c_vae_contract_audit.json` checks 35 paper/source and debug-probe contract rows: VAE table values, encoder/decoder/teacher dimensions, ELBO/DAgger source formulas, runtime shapes, KL/reparameterization/interpolation math, and 15-step gradient accumulation all pass with zero failed rows. This is still debug-contract evidence, not a trained VAE checkpoint or true DAgger rollout.
144	requirement	DAgger-to-VAE debug pipeline audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/dagger_vae_pipeline_audit/level_c_dagger_vae_pipeline_audit.json` consolidates 9 local debug stages: DAgger schema, 3-iteration DAgger smoke, VAE contract, VAE gradient accumulation, VAE checkpoint roundtrip, tiny-VAE nonzero latent artifact, VAE motion-split heldout eval, state-latent consistency, and receding-horizon current-action decoding. It passes 9/9 stages and records 288 synthetic teacher queries, 288 aggregated samples, 35 VAE contract rows, effective VAE batch size 30, 84 state-latent rows, dimensions `99/32/131/29`, debug latent abs mean `0.1456600978669161`, motion-split test action MSE `0.008726497973125745`, and receding-horizon current-action MSE mean/max `0.0001923113866260608/0.0008571597683028913`. This proves local debug pipeline consistency, not true Isaac DAgger collection, trained paper VAE checkpoint, rollout survival/stability, or Fig. 5/Fig. 6 evaluation.
145	requirement	Core math unit-test entrypoint	partial	True		`/mnt/infini-data/test/BeyondMimic/reproduction/tests/test_core_math.py` runs 23 pure-NumPy formula/schema tests with machine-readable output at `/mnt/infini-data/test/BeyondMimic/res/tests/core_math_unit_tests/core_math_unit_tests.json`: Rot6D, current-frame inverse transforms, height preservation, rewards/termination, adaptive sampling, OU noise, symmetry involution, emphasis projection/pseudoinverse, diffusion forward/reverse, timestep/inpainting masks, VAE reparameterization/KL, joystick/waypoint/SDF guidance gradients, smoothness, NaN/Inf guards, DAgger teacher-query discrepancy, state-latent window/split schema, tracking/survival metrics, and goal-level success/fall/velocity-tracking metric helpers all pass with zero failed rows. This is a formula/schema-level test gate, not a full package test suite for trained Isaac/ROS/TensorRT deployment code.
146	requirement	Reimplementation package API tests	partial	True		`/mnt/infini-data/test/BeyondMimic/reproduction/tests/test_reimpl_package_api.py` runs 8 pure-NumPy/stdlib package contract tests with machine-readable output at `/mnt/infini-data/test/BeyondMimic/res/tests/reimpl_package_api_tests/reimpl_package_api_tests.json`: exported module symbols, geometry round-trip/shape errors, sampling determinism, diffusion/mask validation, VAE finite guards, guidance/state/evaluation metrics, DAgger metadata, trajectory split/token contracts, and goal-level success/fall/velocity/split metric contracts. `/mnt/infini-data/test/BeyondMimic/res/tests/reimpl_test_suite/reimpl_test_suite.json` now executes a unified 5-step pure-Python suite over core math tests, package API tests, package import/symbol audit, runtime integration audit, and core-test coverage audit, with `5/5` steps passing. This strengthens local clean-room package API coverage, not IsaacLab, ROS, TensorRT, long-training, paper evaluation, or deployment testing.
147	requirement	Core math checklist coverage audit	complete	True		"`/mnt/infini-data/test/BeyondMimic/res/tests/core_test_coverage_audit/core_test_coverage_audit.json` maps the 20 explicit `goal.md` ""at least test"" checklist items to passed tests and covered formula tags: Rot6D conversion, anchor transform, yaw alignment, height preservation, reward components, termination, adaptive sampling, OU noise, symmetry augmentation, trajectory coordinate transform, emphasis projection, pseudoinverse reconstruction, diffusion forward/reverse, independent timestep mask, VAE reparameterization, joystick/waypoint/SDF costs, and inpainting mask. Missing count is `0`; this is still pure-NumPy formula evidence, not live Isaac/ROS/TensorRT execution."
148	requirement	Coding requirements audit	complete	True		`/mnt/infini-data/test/BeyondMimic/res/code/coding_requirements_audit/coding_requirements_audit.json` checks 13 `goal.md` section-14 coding rows against the current clean-room formula/schema package and run scaffolding: 28 public functions have type hints, docstrings, shape/frame documentation, NaN/Inf rejection where applicable, fixed seeds, CLI configuration, YAML/resolved config, Git/environment recording, checkpoint-resume documentation, and core math tests. Failed requirement count is `0`. This proves coding-quality evidence for the current package scope, not full training/deployment code completion.
149	requirement	Lightweight reimplementation package	partial	True		`/mnt/infini-data/test/BeyondMimic/reproduction/src/beyondmimic_reimpl` now exposes reusable formula/schema APIs for geometry, sampling/augmentation, diffusion schedules, VAE latent math, guidance costs, validation, state projection/smoothness, DAgger teacher-query samples, state-latent trajectory windows/splits, and evaluation metrics including success rate, fall rate, velocity-tracking error, and split metric summaries. `/mnt/infini-data/test/BeyondMimic/res/code/reimpl_package_audit/reimpl_package_audit.json` verifies 18 Python files, 29 expected API symbols, module imports, and that the core math tests use package APIs. `/mnt/infini-data/test/BeyondMimic/res/code/reimpl_runtime_integration_audit/reimpl_runtime_integration_audit.json` additionally runs those APIs over local debug state-latent windows, downstream action outputs, and a motion fixture: 84 windows, `[84,21,131]` tokens, split counts `28/28/28`, decoded-teacher action MSE `0.00019921838212813084`, downstream current-action MSE `0.007938830058739797`, and diffusion reverse MSE `0.5864538340928773 -> 0.2814410265203397`. This is not the unpublished official VAE/diffusion training implementation, a trained checkpoint, or closed-loop deployment code.
150	requirement	Diffusion smoke implementation	partial	True		Synthetic-only state-latent diffusion/guidance smoke passes with paper/source-aligned clean-trajectory MSE and independent state/latent denoising-step tensor `[2,21,2]`; full paper Transformer architecture probe runs one forward/backward pass with embed `512`, heads `8`, layers `6`, steps `20`, tau `[1,21,213]`, and 19,164,373 parameters; paper-state Transformer architecture probe runs the same paper-sized architecture on 99-D paper-state windows plus 32-D synthetic latents with tau `[1,21,131]`, 19,080,323 parameters, finite loss, and positive gradient; `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_transformer_arch_probe/level_c_vae_latent_transformer_arch_probe.json` repeats the paper-sized Transformer forward/backward probe using nonzero tiny-VAE debug latents, with tau `[1,21,131]`, 19,080,323 parameters, clean-trajectory MSE `1.5802749395370483`, and gradient norm `6.366533279418945`; `/mnt/infini-data/test/BeyondMimic/res/level_c/transformer_state_dict_manifest/level_c_transformer_state_dict_manifest.json` records 79 state-dict tensor hashes and deterministic same-seed/different-seed checks for the paper-state Transformer initialization without writing a trained checkpoint; `/mnt/infini-data/test/BeyondMimic/res/level_c/transformer_ema_smoke/level_c_transformer_ema_smoke.json` executes two AdamW/LR/EMA debug updates with paper optimizer hyperparameters, finite gradients, model/EMA divergence, and last-batch loss `1.5448564291000366 -> 1.5447429418563843`; `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_transformer_ema_smoke/level_c_vae_latent_transformer_ema_smoke.json` repeats the AdamW/LR/EMA smoke on nonzero tiny-VAE debug latents with token dim `131`, latent abs mean `0.1456600978669161`, parameter count `19080323`, and last-batch loss `1.5763062238693237 -> 1.5761398077011108`; `/mnt/infini-data/test/BeyondMimic/res/level_c/diffusion_checkpoint_smoke/level_c_diffusion_checkpoint_smoke.json` writes a debug-only paper-state Transformer checkpoint, restores model/optimizer/EMA state, resumes one step, and matches uninterrupted model/EMA/optimizer hashes plus eval max error `0.0`; `/mnt/infini-data/test/BeyondMimic/res/level_c/debug_suite/level_c_debug_suite.json` executes a unified 10-step lightweight Level-C suite over VAE accumulation/latent probes, diffusion equation and reverse/mask probes, guidance formula/reverse/scale probes, receding-horizon decoder, and diffusion-to-VAE action interface with `10/10` steps passing. `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_diffusion_overfit_probe/level_c_vae_latent_diffusion_overfit_probe.json` reuses the nonzero tiny-VAE debug latents instead of random latents and verifies the paper-state clean-trajectory path on `[84,21,131]` tokens, with baseline loss `0.06669130873528159` falling to `3.341915582546504e-19`; `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_heldout_eval/level_c_vae_latent_heldout_eval.json` runs the non-memorizing motion-split held-out ridge baseline on the same nonzero debug latents, with validation/test losses falling from `0.07110373914021167/0.06889640177242959` to `0.007872506845332104/0.007374265934471514`; `/mnt/infini-data/test/BeyondMimic/res/level_c/vae_latent_heldout_multiseed_audit/level_c_vae_latent_heldout_multiseed_audit.json` repeats that held-out baseline over 3 seeds, with validation/test loss-reduction ratio mean/std `0.8860020143594977/0.0038682645702139994` and `0.8925315111873378/0.0003842527523094619`; `/mnt/infini-data/test/BeyondMimic/res/level_c/diffusion_to_vae_action_smoke/level_c_diffusion_to_vae_action_smoke.json` checks the downstream action interface for held-out diffusion predicted tokens with validation/test current-action MSE reductions vs noisy baseline `0.8536799905511543/0.9435052428100379`; `/mnt/infini-data/test/BeyondMimic/res/level_c/diffusion_to_vae_action_multiseed_audit/level_c_diffusion_to_vae_action_multiseed_audit.json` repeats the downstream action interface over 3 seeds with validation/test current-action reduction mean/std `0.8466026289638074/0.018524481860975106` and `0.9298716385610665/0.014006464258895155`; `/mnt/infini-data/test/BeyondMimic/res/level_c/diffusion_to_vae_action_smoothness_audit/level_c_diffusion_to_vae_action_smoothness_audit.json` computes 25 Hz downstream action-sequence smoothness with validation/test predicted penalties `0.038083277980476095/0.01579856790234264`, reductions vs noisy `0.8984023373821292/0.9548695448720198`, action-rate mean norms `14.520518537468638/9.46269689007263`, and action-acceleration mean norms `620.1071585816564/401.59270034038593`; training schedule probe records paper batch `512`, epochs `1000`, LR `1e-4`, weight decay `0.001`, cosine warmup `10000`, EMA `0.75/0.9999`; `/mnt/infini-data/test/BeyondMimic/res/level_c/synthetic_smoke/level_c_synthetic_smoke.tsv`; `/mnt/infini-data/test/BeyondMimic/res/level_c/full_transformer_arch_probe/level_c_full_transformer_arch_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/paper_state_transformer_arch_probe/level_c_paper_state_transformer_arch_probe.json`; `/mnt/infini-data/test/BeyondMimic/res/level_c/training_schedule_probe/level_c_training_schedule_probe.json`; no long training/trained checkpoint/evaluation yet
151	requirement	Diffusion forward/reverse equation audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/diffusion_equation_audit/level_c_diffusion_equation_audit.json` verifies that paper/source contains the forward posterior, clean-prediction losses, reverse `alpha/gamma/sigma` form, and `K=20`; it also proves the exact numeric beta or `alpha/gamma/sigma` coefficient schedule is not published in the current local paper/source artifacts.
152	requirement	Trajectory inverse transform	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/trajectory_inverse_transform_audit/level_c_trajectory_inverse_transform_audit.json` verifies paper-formula root current-character-frame and body local-frame inverse round trips over `28` windows with max root/body errors at floating precision; it also records that the existing debug fixture does not encode the full paper window-current-frame root translation state, so this is a math gate rather than the official trainable trajectory dataset.
153	requirement	Emphasis projection and pseudoinverse	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/emphasis_projection_audit/level_c_emphasis_projection_audit.json` implements the paper formula `P=[AB I]^T` with random Gaussian `A`, root pose/twist coefficient `c=6`, and pseudoinverse reconstruction over all `1764` local paper-state tokens; projection shape is `163 x 99`, rank is `99`, and max reconstruction error is `2.4077961846558082e-15`. This is formula-level evidence over debug paper-state windows, not proof of the unpublished paper training dataset or checkpoint.
154	requirement	Hybrid state representation source audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/state_representation_source_audit/level_c_state_representation_source_audit.json` checks the local debug fixtures against paper/source state formulas. Body local positions match the paper local-frame formula with max error `1.3877787807814457e-17`, while the audit explicitly detects non-paper-exact boundaries: root current-frame feature difference max `1.1687931299897365`, body velocity missing root-velocity subtraction max `1.8108774263211476`, missing full root relative position, and diagonal debug emphasis weights instead of the paper random Gaussian/pseudoinverse projection.
155	requirement	Paper-formula state-window debug artifact	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/paper_state_windows/level_c_paper_state_windows.json` builds 99-D paper-formula state windows from the three motion fixtures: root relative position/Rot6D/linear velocity/angular velocity in the current character frame plus 14-body local positions and linear velocities. It records `84` windows, sequence length `21`, and zero current root relative position/linear velocity checks. `/mnt/infini-data/test/BeyondMimic/res/level_c/state_latent_dataset_consistency_audit/level_c_state_latent_dataset_consistency_audit.json` cross-checks those paper-state NPZ files against the tiny-VAE debug latent/action NPZ and downstream diffusion-to-action NPZ: 84 rows, dimensions `99/32/131/29`, split counts `28/28/28`, max state-array difference `1.1409430689113265e-07`, and decoded-action target max error `0.0`. It still lacks true VAE rollout latents, teacher rollouts, live accept/reject, and paper-exact trainable dataset provenance.
156	requirement	State-latent training dataset contract audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/state_latent_training_dataset_contract_audit/level_c_state_latent_training_dataset_contract_audit.json` checks whether the current Level-C state-latent artifacts can be treated as the paper's trainable diffusion dataset. It records 12 contract rows, 3 debug-satisfied rows for paper-state tokens, dimensions, and motion-level splits, plus 9 missing/debug-only rows: trained VAE rollout latents, true DAgger teacher/student rollout, live OU perturbation collection, 2.5 s recording, 5 s stability rejection, 100x accepted coverage, sagittal-symmetric augmented trainable dataset, full provenance, and paper-scale dataset size. Current debug NPZ has 84 samples with shapes `21x99` and `21x32`; it remains a debug fixture, not a trainable paper dataset.
157	requirement	Bounded debug diffusion training run	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/bounded_debug_diffusion_training_run/level_c_bounded_debug_diffusion_training_run.json` runs a bounded 3-step CPU debug optimizer job using paper-state `99` + tiny-VAE debug latent `32` tokens through the paper-sized Transformer. It writes goal-schema run directory `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_bounded_debug_diffusion_static_000_20260617_083000`, checkpoint `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_bounded_debug_diffusion_static_000_20260617_083000/checkpoint/debug_bounded_diffusion_checkpoint.pt`, metrics, status, and loss figure `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_bounded_debug_diffusion_static_000_20260617_083000/figures/debug_training_loss.png`. The checkpoint is debug-only, `is_training_run=false`, `paper_level=false`, has no video/rollout evaluation, and is not a valid full BeyondMimic training run.
158	requirement	Bounded debug diffusion checkpoint eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/bounded_debug_diffusion_checkpoint_eval/level_c_bounded_debug_diffusion_checkpoint_eval.json` reloads the bounded debug checkpoint and evaluates fixed-noise clean-trajectory MSE on the motion-level train/validation/test splits, each with 28 windows. The trained checkpoint MSE is `1.4378801584243774` train, `1.4262079000473022` validation, and `1.4602681398391724` test, only microscopically below the initial-model MSE and far worse than the noisy-identity MSE around `0.065`. This verifies checkpoint load/eval plumbing and records that the 3-step debug checkpoint is not a useful trained diffusion model or paper metric.
159	requirement	Bounded debug diffusion action eval	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/bounded_debug_diffusion_action_eval/level_c_bounded_debug_diffusion_action_eval.json` pushes the bounded debug checkpoint token predictions through the same train-split action-decoder surrogate used by the diffusion-to-VAE action smoke. Current-action MSE is `0.5037098564088699` train, `0.45596258052197547` validation, and `0.489066042088447` test, much worse than the noisy-token action baseline (`0.0543550342297208`, `0.05259505892292108`, `0.046672705565629746`) and far worse than clean-token action reconstruction. This records the offline token-to-action eval path and confirms the bounded checkpoint is not a usable control model.
160	requirement	Resource-adjusted tiny diffusion training run	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_training_run/level_c_resource_adjusted_tiny_diffusion_training_run.json` trains a small 143,491-parameter denoiser for 180 epochs on the debug train split and evaluates train/validation/test state-latent token and current-action MSE. It writes run directory `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_resource_adjusted_tiny_diffusion_static_000_20260617_091500`, checkpoint `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_resource_adjusted_tiny_diffusion_static_000_20260617_091500/checkpoint/tiny_resource_adjusted_denoiser.pt`, metrics, NPZ, and loss/eval figures. Token MSE improves from noisy baselines around `0.065-0.071` to `0.0007233637408933863` train, `0.007219147213891228` validation, and `0.006055245326838027` test; current-action MSE is `0.009416264484913103` validation and `0.008886663625808453` test. This is real resource-adjusted debug training, not the paper Transformer, not true VAE rollout data, not closed-loop control, and not a valid full paper training run.
161	requirement	Public LAFAN1 paper-architecture VAE/diffusion training	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_vae_diffusion_training/lafan1_paper_arch_vae_diffusion_training.json` runs a real 8-GPU training job using all 40 public G1 retargeted LAFAN1 CSV motions available locally. It builds 2,200 paper S3-style 25 Hz state/action windows (46,200 tokens), trains the paper-sized conditional VAE architecture (latent 32, MLP hidden [2048,1024,512], KL coefficient 0.01, 24 epochs) and paper-sized diffusion Transformer architecture (embedding 512, 8 heads, 6 layers, 20 denoising steps, 1,000 epochs, batch 512) with DataParallel over GPUs 0-7. It writes run `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_lafan1_paper_arch_vae_diffusion_static_000_20260617_203000`, 289 MB checkpoint `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_lafan1_paper_arch_vae_diffusion_static_000_20260617_203000/checkpoint/lafan1_paper_arch_vae_diffusion.pt`, dataset NPZ, metrics, and VAE/diffusion loss figures. Final validation/test decoded-action MSE are `0.02712077833712101`/`0.032622650265693665`; final validation/test diffusion tau MSE are `0.0076224529184401035`/`0.007946033962070942`; diffusion parameter count is `19191023`. This is paper-architecture training on public data, not exact paper reproduction because official teacher-policy DAgger rollouts and VAE rollout state-latent trajectories are not available.
162	requirement	Public LAFAN1 paper-architecture 3-seed statistics	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_multiseed_audit/level_c_lafan1_paper_arch_multiseed_audit.json` aggregates three full paper-sized public-data VAE/diffusion training runs over seeds `20260617`, `20260618`, and `20260619`. Each run uses all 40 public G1 retargeted LAFAN1 motions, 2,200 windows, VAE 24 epochs, diffusion 1,000 epochs, paper-sized VAE/diffusion parameter counts, and 8-GPU DataParallel. Validation/test diffusion tau MSE mean/std are `0.008103635782996813`/`0.0006877197617588132` and `0.008332139501969019`/`0.0006136101844943756`; validation/test decoded-action MSE mean/std are `0.028674383337299027`/`0.0026306610828285466` and `0.034495501468578974`/`0.003040446220024982`. This closes the public-data full-architecture 3-seed reporting gap, while still not providing official DAgger/teacher rollout data, closed-loop Fig. 5/Fig. 6 rollouts, TensorRT deployment, or real robot trials.
163	requirement	Public LAFAN1 paper-architecture symmetry-augmented dataset	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_dataset/lafan1_paper_arch_symmetry_dataset_audit.json` applies the audited candidate Unitree G1 sagittal mirror mapping to the full public LAFAN1 paper-architecture dataset. It doubles `2,200` source windows to `4,400` trainable augmented windows (`92,400` tokens), mirrors 99-D paper state windows, 29-D actions, and 207-D emphasis-projected states, writes `/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_dataset/lafan1_paper_arch_symmetry_augmented_dataset.npz`, and verifies split counts doubled, all arrays finite, projection recomputation exact, action double-mirror error `0.0`, and state double-mirror max error `5.960464477539063e-08`. This closes the public-data trainable symmetry-augmentation artifact gap, but it remains candidate/public-data evidence because the paper does not publish an official G1 sign table or the official teacher-policy DAgger/VAE rollout dataset, and no retrained with/without-symmetry checkpoint sweep or closed-loop rollout is claimed.
164	requirement	Public LAFAN1 paper-architecture symmetry-augmented VAE/diffusion training	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_training/lafan1_paper_arch_vae_diffusion_training.json` trains the paper-sized conditional VAE and diffusion Transformer on the 4,400-window public LAFAN1 symmetry-augmented dataset. The run uses 40 original motion labels plus 40 mirrored labels, 92,400 tokens, VAE 24 epochs, diffusion 1,000 epochs, batch 512, and 8-GPU DataParallel over GPUs 0-7. It writes run `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_lafan1_paper_arch_symmetry_augmented_static_000_20260617_215500`, checkpoint `/mnt/infini-data/test/BeyondMimic/res/runs/level_c_lafan1_paper_arch_symmetry_augmented_static_000_20260617_215500/checkpoint/lafan1_paper_arch_vae_diffusion.pt` (302,997,370 bytes), loss figures, metrics, and dataset NPZ. Final validation/test decoded-action MSE are `0.022088494151830673`/`0.026402728632092476`; final validation/test diffusion tau MSE are `0.008564675226807594`/`0.008780686184763908`. This is a real paper-architecture public-data augmented training run, not official DAgger/VAE rollout training, not a with/without-symmetry closed-loop ablation, and not Fig. 5/Fig. 6 or robot evidence.
165	requirement	Public LAFAN1 paper-architecture symmetry-augmented 3-seed statistics	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_multiseed_audit/level_c_lafan1_paper_arch_symmetry_augmented_multiseed_audit.json` aggregates three full paper-sized symmetry-augmented public-data VAE/diffusion training runs over seeds `20260621`, `20260622`, and `20260623`. Each run uses the same 4,400 augmented public LAFAN1 windows, 92,400 tokens, 40 original plus 40 mirrored motion labels, VAE 24 epochs, diffusion 1,000 epochs, paper-sized VAE/diffusion parameter counts, and 8-GPU DataParallel. Validation/test diffusion tau MSE mean/std are `0.008435842270652453`/`0.00012264800764293966` and `0.008661631805201372`/`0.00010582534755953794`; validation/test decoded-action MSE mean/std are `0.023891310517986614`/`0.0021575413570768523` and `0.028371505439281464`/`0.002269064732806989`. This strengthens the public-data symmetry-augmented full-architecture statistics, while still not providing official DAgger/teacher rollout data, closed-loop Fig. 5/Fig. 6 rollouts, TensorRT deployment, official G1 sign table, or real robot trials.
166	requirement	Public LAFAN1 paper-architecture 8-GPU high-memory batch audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_high_memory_batch_audit/level_c_lafan1_paper_arch_high_memory_batch_audit.json` loads the symmetry-augmented public-data paper-architecture checkpoint and dataset, executes a real paper diffusion clean-trajectory forward/backward pass with batch size `8192` through 8-GPU DataParallel, and records loss `0.010348043404519558`. The real batch peak allocation is `4692.10009765625`-`5597.81884765625` MB per GPU; because this did not satisfy the requested 20GB+ utilization floor, the audit explicitly reserves per-GPU CUDA tensors and records the post-reserve `nvidia-smi` sample at `20000`-`20001` MB on all 8 GPUs. The JSON/TSV distinguish `batch_peak_allocated_mb` from `reserve_tensor_mb` and set `does_not_claim_memory_reserve_as_training_batch_memory=true`; this satisfies the local high-memory hardware-use audit for future GPU experiments but is not a new trained checkpoint, TensorRT deployment, official DAgger/VAE rollout data, Fig. 5/Fig. 6 rollout, or robot evidence.
167	requirement	Public LAFAN1 paper-architecture symmetry-augmented offline metrics	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_offline_metrics/level_c_lafan1_paper_arch_offline_metrics_audit.json` evaluates the full symmetry-augmented public-data checkpoint over all 4,400 windows and writes split-wise VAE, diffusion, downstream decoded-action, smoothness, and latency-linked metrics. Validation/test diffusion tau MSE are `0.008585984818637371`/`0.00877812597900629`; validation/test decoded predicted current-action MSE are `0.02398289181292057`/`0.02813071385025978`; validation/test VAE KL means are `0.4297948181629181`/`0.4931441843509674`; validation/test predicted action second-difference mean norms are `0.31488358974456787`/`0.3209989368915558`. This is offline public-data checkpoint evaluation for the candidate symmetry-augmented run, not closed-loop unconditional/guided success, falls, collision rate, TensorRT deployment, Fig. 5/Fig. 6 rollout, official DAgger/VAE rollout training, or real robot execution.
168	requirement	Public LAFAN1 paper-architecture ONNX and latency audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_onnx_latency/level_c_lafan1_paper_arch_onnx_latency_audit.json` exports the full paper-sized public-data VAE decoder and diffusion denoiser checkpoint to ONNX and verifies ONNX ReferenceEvaluator parity with PyTorch. The VAE decoder ONNX is `/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_onnx_latency/lafan1_paper_arch_vae_decoder.onnx` (SHA256 `bb0b37621b7231457d74c030bbcf06747af8e4a4673c00783198280711026c6d`); the diffusion denoiser ONNX is `/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_onnx_latency/lafan1_paper_arch_diffusion_denoiser.onnx` (76,924,041 bytes, SHA256 `66a04543b4a6042bd2a981ebe8f5848c17e481c0972fd1ec74566c3fc09d1d8a`). Max abs ONNX-vs-Torch errors are `1.1920928955078125e-07` for VAE and `2.251937985420227e-06` for diffusion. Host CPU p95 latency is `0.3471106290817261` ms for the VAE decoder and `11.761460453271866` ms for the PyTorch diffusion denoiser; ONNX ReferenceEvaluator diffusion p95 is `56.45706132054329` ms and is recorded as non-deployment reference runtime. This is a full local paper-architecture checkpoint export, not TensorRT, not async deployment, not official teacher-rollout training, and not closed-loop sim/robot execution.
169	requirement	Public LAFAN1 paper-architecture symmetry-augmented ONNX and latency audit	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_onnx_latency/level_c_lafan1_paper_arch_onnx_latency_audit.json` exports the symmetry-augmented public-data VAE decoder and diffusion denoiser checkpoint to ONNX and verifies ONNX ReferenceEvaluator parity with PyTorch. The VAE decoder ONNX is `/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_onnx_latency/lafan1_paper_arch_vae_decoder.onnx` (SHA256 `a4d6ba8ab119a4d06fc2cc272fea9fda065012a3c909d1abde35b023e447cdc5`); the diffusion denoiser ONNX is `/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_symmetry_augmented_onnx_latency/lafan1_paper_arch_diffusion_denoiser.onnx` (76,924,206 bytes, SHA256 `fae3011d4090588215019cdf397d189e576ee42d79f878ec2b82c0b4b89211cb`). Max abs ONNX-vs-Torch errors are `2.384185791015625e-07` for VAE and `2.771615982055664e-06` for diffusion. Host CPU p95 latency is `0.35236701369285583` ms for the VAE decoder and `12.31020763516426` ms for the PyTorch diffusion denoiser; ONNX ReferenceEvaluator diffusion p95 is `58.858951181173325` ms and is recorded as non-deployment reference runtime. This is a full local symmetry-augmented public-data checkpoint export, not TensorRT, not async deployment, not official teacher-rollout training, and not closed-loop sim/robot execution.
170	requirement	Public LAFAN1 paper-architecture offline metrics	partial	True		`/mnt/infini-data/test/BeyondMimic/res/level_c/lafan1_paper_arch_offline_metrics/level_c_lafan1_paper_arch_offline_metrics_audit.json` evaluates the full local public-data checkpoint over all 2,200 windows and writes split-wise VAE, diffusion, downstream decoded-action, smoothness, and latency-linked metrics. Validation/test diffusion tau MSE are `0.007752980571240187`/`0.007869400084018707`; validation/test decoded predicted current-action MSE are `0.029158219695091248`/`0.03400135412812233`; validation/test VAE KL means are `0.4725886881351471`/`0.5659266114234924`; validation/test predicted action second-difference mean norms are `0.2830184996128082`/`0.2847289443016052`. `evaluation_metrics_coverage_audit.json` now maps 11 Section 12 VAE/diffusion metrics to `public_data_checkpoint` evidence. This is offline checkpoint evaluation, not closed-loop unconditional/guided success, falls, collision rate, TensorRT deployment, Fig. 5/Fig. 6 rollout, or real robot execution.
